cookie_name,top_level_etld,hold_id,unique_ok,similarity_ok,passed_checkin,source_file
mvpd-cookie,abc.com,False,False,False,False,potential_tracking_cookies_000000000000.csv
nol_fpid,abc.com,False,False,False,False,potential_tracking_cookies_000000000000.csv
com.adobe.alloy.getTld,abc.es,False,False,False,False,potential_tracking_cookies_000000000000.csv
s_ppv,abc.es,False,False,True,True,potential_tracking_cookies_000000000000.csv
ABC_Snowplow_id.3f60,abc.net.au,False,False,False,False,potential_tracking_cookies_000000000000.csv
_cb,abc.net.au,False,False,False,False,potential_tracking_cookies_000000000000.csv
sp,abc.net.au,True,True,True,True,potential_tracking_cookies_000000000000.csv
OptanonConsent,ably.com,False,True,False,True,potential_tracking_cookies_000000000000.csv
ph_phc_2HwUH6ffxo84VwrF7gJA4DpjCVmFJo3FaJF4c87SO7g_posthog,ably.com,False,False,False,False,potential_tracking_cookies_000000000000.csv
_ga_LE3EMX7RDC,about.me,False,False,True,True,potential_tracking_cookies_000000000000.csv
__gads,abplive.com,False,False,False,False,potential_tracking_cookies_000000000000.csv
__utma,abplive.com,False,True,False,True,potential_tracking_cookies_000000000000.csv
__utmc,abplive.com,False,True,False,True,potential_tracking_cookies_000000000000.csv
__utmz,abplive.com,False,True,False,True,potential_tracking_cookies_000000000000.csv
_ga,abplive.com,False,False,False,False,potential_tracking_cookies_000000000000.csv
_ga_9V0DSRRL35,abplive.com,False,False,False,False,potential_tracking_cookies_000000000000.csv
_ga_M9SNMLX6QM,abplive.com,False,True,False,True,potential_tracking_cookies_000000000000.csv
sharedid,abplive.com,False,False,False,False,potential_tracking_cookies_000000000000.csv
_ga_0HTYQ9ZBSJ,abril.com.br,False,False,False,False,potential_tracking_cookies_000000000000.csv
abrilUserId,abril.com.br,False,False,False,False,potential_tracking_cookies_000000000000.csv
AMCV_606441B5546CD33C0A4C98A7%40AdobeOrg,academy.com,False,False,False,False,potential_tracking_cookies_000000000000.csv
akavpau_wd,academy.com,False,False,False,False,potential_tracking_cookies_000000000000.csv
dtCookie,academy.com,False,False,False,False,potential_tracking_cookies_000000000000.csv
s_tslv,academy.com,False,False,False,False,potential_tracking_cookies_000000000000.csv
OptanonConsent,accenture.com,False,False,False,False,potential_tracking_cookies_000000000000.csv
_cs_tld1747360153784,accenture.com,False,False,False,False,potential_tracking_cookies_000000000000.csv
_lc2_fpi,accuweather.com,False,False,False,False,potential_tracking_cookies_000000000000.csv
_lc2_fpi_meta,accuweather.com,False,False,False,False,potential_tracking_cookies_000000000000.csv
awx_id,accuweather.com,True,True,True,True,potential_tracking_cookies_000000000000.csv
percentage_evaluator,accuweather.com,False,True,False,True,potential_tracking_cookies_000000000000.csv
user-timing,accuweather.com,False,False,False,False,potential_tracking_cookies_000000000000.csv
aid,acint.net,False,False,False,False,potential_tracking_cookies_000000000000.csv
fid,acint.net,False,False,False,False,potential_tracking_cookies_000000000000.csv
AMP_5ccb29d8e2,acorns.com,False,False,True,True,potential_tracking_cookies_000000000000.csv
IR_PI,acorns.com,False,False,False,False,potential_tracking_cookies_000000000000.csv
OptanonConsent,acorns.com,False,False,False,False,potential_tracking_cookies_000000000000.csv
_ga,acorns.com,False,False,False,False,potential_tracking_cookies_000000000000.csv
AMCV_914802BE532951320A490D4C%40AdobeOrg,acs.org,False,False,False,False,potential_tracking_cookies_000000000000.csv
JSESSIONID,acs.org,True,True,True,True,potential_tracking_cookies_000000000000.csv
affinity,acs.org,False,False,False,False,potential_tracking_cookies_000000000000.csv
nlbi_2209364,acs.org,False,False,False,False,potential_tracking_cookies_000000000000.csv
OptanonConsent,active.com,False,False,False,False,potential_tracking_cookies_000000000000.csv
TS01a78a68,active.com,False,True,False,True,potential_tracking_cookies_000000000000.csv
_A3_session,active.com,True,True,True,True,potential_tracking_cookies_000000000000.csv
OptanonConsent,activision.com,False,False,False,False,potential_tracking_cookies_000000000000.csv
new_SiteId,activision.com,False,False,False,False,potential_tracking_cookies_000000000000.csv
_ga_DN0P5D59BT,ad.nl,False,False,False,False,potential_tracking_cookies_000000000000.csv
_sp_id.b303,ad.nl,False,False,True,True,potential_tracking_cookies_000000000000.csv
AMCV_138FFF2554E6E7220A4C98C6%40AdobeOrg,adage.com,False,True,False,True,potential_tracking_cookies_000000000000.csv
BCSessionID,adage.com,True,True,True,True,potential_tracking_cookies_000000000000.csv
__stripe_mid,adage.com,True,True,True,True,potential_tracking_cookies_000000000000.csv
__tbc,adage.com,False,False,False,False,potential_tracking_cookies_000000000000.csv
_cb,adage.com,False,True,False,True,potential_tracking_cookies_000000000000.csv
_chartbeat2,adage.com,True,True,True,True,potential_tracking_cookies_000000000000.csv
_hjSessionUser_1906529,adage.com,False,False,False,False,potential_tracking_cookies_000000000000.csv
_pctx,adage.com,False,True,False,True,potential_tracking_cookies_000000000000.csv
_ttp,adage.com,False,False,False,False,potential_tracking_cookies_000000000000.csv
_uetvid,adage.com,False,False,False,False,potential_tracking_cookies_000000000000.csv
cX_P,adage.com,True,True,True,True,potential_tracking_cookies_000000000000.csv
com.adobe.alloy.getTld,adage.com,False,True,False,True,potential_tracking_cookies_000000000000.csv
mbox,adage.com,False,False,False,False,potential_tracking_cookies_000000000000.csv
notice_behavior,adage.com,False,False,False,False,potential_tracking_cookies_000000000000.csv
sa-user-id-v3,adage.com,False,False,False,False,potential_tracking_cookies_000000000000.csv
sailthru_visitor,adage.com,False,False,False,False,potential_tracking_cookies_000000000000.csv
ttcsid_C3D2UGQTO1NMNN16J3LG,adage.com,True,True,True,True,potential_tracking_cookies_000000000000.csv
xbc,adage.com,False,False,False,False,potential_tracking_cookies_000000000000.csv
__ddg1_,adamas.ru,True,True,True,True,potential_tracking_cookies_000000000000.csv
.AspNetCore.Mvc.CookieTempDataProvider,adameve.com,False,False,False,False,potential_tracking_cookies_000000000000.csv
OptanonConsent,adameve.com,False,False,False,False,potential_tracking_cookies_000000000000.csv
SSOD,adameve.com,False,False,False,False,potential_tracking_cookies_000000000000.csv
TSa870fa58027,adameve.com,False,False,False,False,potential_tracking_cookies_000000000000.csv
AMCV_BA023B045D5A83160A495E49%40AdobeOrg,adelaide.edu.au,False,False,False,False,potential_tracking_cookies_000000000000.csv
_cs_same_site,adelaide.edu.au,False,False,False,False,potential_tracking_cookies_000000000000.csv
_ga_0DYGG0KKTJ,adelaide.edu.au,False,False,False,False,potential_tracking_cookies_000000000000.csv
ns-uni-www,adelaide.edu.au,False,True,False,True,potential_tracking_cookies_000000000000.csv
s_ppv,adelaide.edu.au,False,False,False,False,potential_tracking_cookies_000000000000.csv
_ga_9FHV6MPCR9,adkernel.com,False,False,False,False,potential_tracking_cookies_000000000000.csv
hubspotutk,adkernel.com,False,False,False,False,potential_tracking_cookies_000000000000.csv
OptanonConsent,adobe.com,False,False,False,False,potential_tracking_cookies_000000000000.csv
_cs_id,adobe.com,False,False,False,False,potential_tracking_cookies_000000000000.csv
_cs_same_site,adobe.com,False,False,False,False,potential_tracking_cookies_000000000000.csv
_ga_BQ8HER6FVQ,adobe.com,False,False,False,False,potential_tracking_cookies_000000000000.csv
_pin_unauth,adobe.com,False,False,False,False,potential_tracking_cookies_000000000000.csv
_ttp,adobe.com,False,False,False,False,potential_tracking_cookies_000000000000.csv
com.adobe.alloy.getTld,adobe.com,False,True,False,True,potential_tracking_cookies_000000000000.csv
relay,adobe.com,False,False,False,False,potential_tracking_cookies_000000000000.csv
s_nr,adobe.com,False,False,False,False,potential_tracking_cookies_000000000000.csv
_sfid_7580,adp.com,False,False,False,False,potential_tracking_cookies_000000000000.csv
dtPC,adp.com,False,False,False,False,potential_tracking_cookies_000000000000.csv
rxvt,adp.com,False,True,False,True,potential_tracking_cookies_000000000000.csv
__adroll,adroll.com,False,False,False,False,potential_tracking_cookies_000000000000.csv
__adroll_shared,adroll.com,False,False,False,False,potential_tracking_cookies_000000000000.csv
__q_state_ZFTcG3Wxwf4bL5Am,adroll.com,False,False,False,False,potential_tracking_cookies_000000000000.csv
_omappvp,adroll.com,False,False,False,False,potential_tracking_cookies_000000000000.csv
userty.core.s.175ea0,adroll.com,False,True,False,True,potential_tracking_cookies_000000000000.csv
OptanonConsent,adtelligent.com,False,True,False,True,potential_tracking_cookies_000000000000.csv
_ga_EST83EH40H,adtelligent.com,False,False,False,False,potential_tracking_cookies_000000000000.csv
_ga,adultmatchmaker.com.au,False,True,False,True,potential_tracking_cookies_000000000000.csv
OptanonConsent,adyen.com,False,False,False,False,potential_tracking_cookies_000000000000.csv
_mkto_trk,adyen.com,False,False,False,False,potential_tracking_cookies_000000000000.csv
_uetvid,adyen.com,False,False,False,False,potential_tracking_cookies_000000000000.csv
AETAdnedc,aetna.com,False,False,False,False,potential_tracking_cookies_000000000000.csv
AETAdnfp,aetna.com,False,True,False,True,potential_tracking_cookies_000000000000.csv
AETAdnrc,aetna.com,False,False,False,False,potential_tracking_cookies_000000000000.csv
AETAdnscc,aetna.com,True,True,True,True,potential_tracking_cookies_000000000000.csv
AETAdnuc,aetna.com,False,False,True,True,potential_tracking_cookies_000000000000.csv
com.adobe.alloy.getTld,aetna.com,False,False,False,False,potential_tracking_cookies_000000000000.csv
OptanonConsent,affirm.com,False,False,False,False,potential_tracking_cookies_000000000000.csv
_ga,affirm.com,False,False,False,False,potential_tracking_cookies_000000000000.csv
_ga_D1YW74LCS3,affirm.com,False,False,False,False,potential_tracking_cookies_000000000000.csv
_hjSessionUser_1997848,affirm.com,False,False,False,False,potential_tracking_cookies_000000000000.csv
session,affirm.com,False,False,False,False,potential_tracking_cookies_000000000000.csv
_pctx,afr.com,False,False,False,False,potential_tracking_cookies_000000000000.csv
_sp_id.0af9,afr.com,False,True,False,True,potential_tracking_cookies_000000000000.csv
_ga,agileblue.com,False,False,False,False,potential_tracking_cookies_000000000000.csv
_ga_6FEK5R6KDQ,agileblue.com,False,False,False,False,potential_tracking_cookies_000000000000.csv
WZRK_G,airasia.com,False,False,False,False,potential_tracking_cookies_000000000000.csv
__airasiaga,airasia.com,False,True,False,True,potential_tracking_cookies_000000000000.csv
_ga_BVKREMZ0BK,airasia.com,False,True,False,True,potential_tracking_cookies_000000000000.csv
spid.5f5c,airasia.com,False,False,False,False,potential_tracking_cookies_000000000000.csv
akavpau_www_aircanada_com_general,aircanada.com,False,False,False,False,potential_tracking_cookies_000000000000.csv
geoCityName,aircanada.com,False,False,False,False,potential_tracking_cookies_000000000000.csv
rxvt,aircanada.com,True,True,True,True,potential_tracking_cookies_000000000000.csv
_hjTLDTest,airtasker.com,False,False,False,False,potential_tracking_cookies_000000000000.csv
ab.storage.sessionId.5fc51316-2395-407d-83af-8658570793cf,airtasker.com,False,False,False,False,potential_tracking_cookies_000000000000.csv
ajs_anonymous_id,airtasker.com,False,False,False,False,potential_tracking_cookies_000000000000.csv
_ga,ajax.systems,False,False,False,False,potential_tracking_cookies_000000000000.csv
cookieyes-consent,ajax.systems,False,False,False,False,potential_tracking_cookies_000000000000.csv
AMP_TEST,ajc.com,False,False,False,False,potential_tracking_cookies_000000000000.csv
_ga_5HXB1QX6N6,ajc.com,False,False,False,False,potential_tracking_cookies_000000000000.csv
_abck,ajio.com,True,True,True,True,potential_tracking_cookies_000000000000.csv
_ga,ajkerpatrika.com,False,True,False,True,potential_tracking_cookies_000000000000.csv
_ga_6ZVH2R86GG,ajkerpatrika.com,False,True,False,True,potential_tracking_cookies_000000000000.csv
cf_clearance,ajkerpatrika.com,False,False,False,False,potential_tracking_cookies_000000000000.csv
_pin_unauth,akc.org,False,False,False,False,potential_tracking_cookies_000000000000.csv
_shopify_s,akc.org,False,False,False,False,potential_tracking_cookies_000000000000.csv
TS54d5e00a027,aktuality.sk,False,True,False,True,potential_tracking_cookies_000000000000.csv
BCSessionID,al.com,True,True,True,True,potential_tracking_cookies_000000000000.csv
__gpi,al.com,False,False,False,False,potential_tracking_cookies_000000000000.csv
_cc_aud,al.com,False,True,False,True,potential_tracking_cookies_000000000000.csv
_cc_cc,al.com,False,False,False,False,potential_tracking_cookies_000000000000.csv
_cc_id,al.com,False,False,False,False,potential_tracking_cookies_000000000000.csv
_ga,al.com,False,False,False,False,potential_tracking_cookies_000000000000.csv
_ga_Q2GF9K551G,al.com,False,True,False,True,potential_tracking_cookies_000000000000.csv
_ml_id,al.com,True,True,True,True,potential_tracking_cookies_000000000000.csv
_parsely_visitor,al.com,False,True,False,True,potential_tracking_cookies_000000000000.csv
_pcid,al.com,False,True,False,True,potential_tracking_cookies_000000000000.csv
_pctx,al.com,False,False,False,False,potential_tracking_cookies_000000000000.csv
_scor_uid,al.com,False,False,False,False,potential_tracking_cookies_000000000000.csv
_sp_duid,al.com,False,False,False,False,potential_tracking_cookies_000000000000.csv
arc-geo,al.com,False,False,True,True,potential_tracking_cookies_000000000000.csv
connectId,al.com,False,False,False,False,potential_tracking_cookies_000000000000.csv
cto_bundle,al.com,False,False,False,False,potential_tracking_cookies_000000000000.csv
last_visit_bc,al.com,False,False,False,False,potential_tracking_cookies_000000000000.csv
sophiTagid.a41a,al.com,False,False,False,False,potential_tracking_cookies_000000000000.csv
utag_dslv,al.com,False,True,False,True,potential_tracking_cookies_000000000000.csv
AMP_9fa03fe145,algolia.com,False,False,False,False,potential_tracking_cookies_000000000000.csv
OptanonConsent,algolia.com,False,True,False,True,potential_tracking_cookies_000000000000.csv
algolia_website_utm_params,algolia.com,False,False,False,False,potential_tracking_cookies_000000000000.csv
XSRF-TOKEN,alibaba.com,False,True,False,True,potential_tracking_cookies_000000000000.csv
ali_apache_id,alibaba.com,False,False,False,False,potential_tracking_cookies_000000000000.csv
cookie2,alibaba.com,True,True,True,True,potential_tracking_cookies_000000000000.csv
tfstk,alibaba.com,True,True,True,True,potential_tracking_cookies_000000000000.csv
ug_se_c,alibaba.com,False,True,False,True,potential_tracking_cookies_000000000000.csv
XSRF-TOKEN,aliexpress.com,False,False,False,False,potential_tracking_cookies_000000000000.csv
__lwsc_test__,aliexpress.com,True,True,True,True,potential_tracking_cookies_000000000000.csv
_pin_unauth,aliexpress.com,False,False,False,False,potential_tracking_cookies_000000000000.csv
acs_usuc_t,aliexpress.com,False,False,False,False,potential_tracking_cookies_000000000000.csv
aep_usuc_f,aliexpress.com,False,False,True,True,potential_tracking_cookies_000000000000.csv
epssw,aliexpress.com,True,True,True,True,potential_tracking_cookies_000000000000.csv
intl_common_forever,aliexpress.com,True,True,True,True,potential_tracking_cookies_000000000000.csv
isg,aliexpress.com,False,True,False,True,potential_tracking_cookies_000000000000.csv
tfstk,aliexpress.com,True,True,True,True,potential_tracking_cookies_000000000000.csv
xman_us_f,aliexpress.com,False,True,False,True,potential_tracking_cookies_000000000000.csv
JSESSIONID,aliexpress.ru,True,True,True,True,potential_tracking_cookies_000000000000.csv
adrcid,aliexpress.ru,False,False,False,False,potential_tracking_cookies_000000000000.csv
aep_usuc_f,aliexpress.ru,False,False,False,False,potential_tracking_cookies_000000000000.csv
aer_abid,aliexpress.ru,False,False,False,False,potential_tracking_cookies_000000000000.csv
ali_apache_id,aliexpress.ru,False,True,False,True,potential_tracking_cookies_000000000000.csv
intl_common_forever,aliexpress.ru,True,True,True,True,potential_tracking_cookies_000000000000.csv
isg,aliexpress.ru,True,True,True,True,potential_tracking_cookies_000000000000.csv
tfstk,aliexpress.ru,True,True,True,True,potential_tracking_cookies_000000000000.csv
XSRF-TOKEN,aliexpress.us,False,False,False,False,potential_tracking_cookies_000000000000.csv
__lwsc_test__,aliexpress.us,True,True,True,True,potential_tracking_cookies_000000000000.csv
_ga,aliexpress.us,False,False,False,False,potential_tracking_cookies_000000000000.csv
acs_usuc_t,aliexpress.us,False,True,False,True,potential_tracking_cookies_000000000000.csv
aep_usuc_f,aliexpress.us,False,False,True,True,potential_tracking_cookies_000000000000.csv
cna,aliexpress.us,True,True,True,True,potential_tracking_cookies_000000000000.csv
epssw,aliexpress.us,True,True,True,True,potential_tracking_cookies_000000000000.csv
intl_common_forever,aliexpress.us,False,False,False,False,potential_tracking_cookies_000000000000.csv
isg,aliexpress.us,False,False,False,False,potential_tracking_cookies_000000000000.csv
lwrid,aliexpress.us,True,True,True,True,potential_tracking_cookies_000000000000.csv
tfstk,aliexpress.us,True,True,True,True,potential_tracking_cookies_000000000000.csv
xman_f,aliexpress.us,False,False,False,False,potential_tracking_cookies_000000000000.csv
xman_us_f,aliexpress.us,False,False,True,True,potential_tracking_cookies_000000000000.csv
ALIPAYJSESSIONID,alipay.com,False,False,False,False,potential_tracking_cookies_000000000000.csv
JSESSIONID,alipay.com,False,False,False,False,potential_tracking_cookies_000000000000.csv
spanner,alipay.com,False,False,False,False,potential_tracking_cookies_000000000000.csv
tfstk,alipay.com,False,False,False,False,potential_tracking_cookies_000000000000.csv
JSESSIONID,aliyun.com,False,False,False,False,potential_tracking_cookies_000000000000.csv
_rb_id,aliyun.com,False,False,False,False,potential_tracking_cookies_000000000000.csv
tfstk,aliyun.com,False,False,False,False,potential_tracking_cookies_000000000000.csv
AMP_9e2bdeb55f,aljazeera.com,False,True,False,True,potential_tracking_cookies_000000000000.csv
OptanonConsent,aljazeera.com,False,False,False,False,potential_tracking_cookies_000000000000.csv
_cb,aljazeera.com,False,False,False,False,potential_tracking_cookies_000000000000.csv
_chartbeat2,aljazeera.com,True,True,True,True,potential_tracking_cookies_000000000000.csv
_ga,aljazeera.com,False,False,False,False,potential_tracking_cookies_000000000000.csv
AMP_9e2bdeb55f,aljazeera.net,False,False,True,True,potential_tracking_cookies_000000000000.csv
_cb,aljazeera.net,False,True,False,True,potential_tracking_cookies_000000000000.csv
_chartbeat2,aljazeera.net,True,True,True,True,potential_tracking_cookies_000000000000.csv
OptanonConsent,allaboutcookies.org,False,False,False,False,potential_tracking_cookies_000000000000.csv
__eoi,allaboutcookies.org,False,False,False,False,potential_tracking_cookies_000000000000.csv
BIGipServereacs-cdn-443-pool,allstate.com,False,False,False,False,potential_tracking_cookies_000000000000.csv
OptanonConsent,allstate.com,False,False,False,False,potential_tracking_cookies_000000000000.csv
_abck,allstate.com,False,False,False,False,potential_tracking_cookies_000000000000.csv
CN_xid_refresh,allure.com,False,True,False,True,potential_tracking_cookies_000000000000.csv
AMCV_A855776A5245B38D0A490D44%40AdobeOrg,ally.com,False,False,False,False,potential_tracking_cookies_000000000000.csv
PIM-SESSION-ID,ally.com,False,False,False,False,potential_tracking_cookies_000000000000.csv
_abck,ally.com,False,True,False,True,potential_tracking_cookies_000000000000.csv
akacd_PR_AEM,ally.com,False,False,False,False,potential_tracking_cookies_000000000000.csv
dtPC,ally.com,False,True,False,True,potential_tracking_cookies_000000000000.csv
rxVisitor,ally.com,False,True,False,True,potential_tracking_cookies_000000000000.csv
rxvt,ally.com,False,True,False,True,potential_tracking_cookies_000000000000.csv
__utma,almasryalyoum.com,False,False,False,False,potential_tracking_cookies_000000000000.csv
__utmc,almasryalyoum.com,False,False,False,False,potential_tracking_cookies_000000000000.csv
_uab_collina,amap.com,False,False,False,False,potential_tracking_cookies_000000000000.csv
cna,amap.com,False,False,False,False,potential_tracking_cookies_000000000000.csv
tfstk,amap.com,True,True,True,True,potential_tracking_cookies_000000000000.csv
AMCV_A7493BC75245ACD20A490D4D%40AdobeOrg,amazon.com,False,False,False,False,potential_tracking_cookies_000000000000.csv
_mkto_trk,amazon.com,False,False,False,False,potential_tracking_cookies_000000000000.csv
aws-token-a,amazon.com,False,False,False,False,potential_tracking_cookies_000000000000.csv
awsd2c-token,amazon.com,True,True,True,True,potential_tracking_cookies_000000000000.csv
mbox,amazon.com,False,False,False,False,potential_tracking_cookies_000000000000.csv
session-id,amazon.com,False,False,False,False,potential_tracking_cookies_000000000000.csv
___nrbic,ambito.com,False,False,False,False,potential_tracking_cookies_000000000000.csv
_ga,ambito.com,False,False,False,False,potential_tracking_cookies_000000000000.csv
